rank,node,score,out_degree,in_degree
207,N697,0.00130010471425049,5,7
208,N195,0.00129910725885743,8,9
209,N605,0.00129873263434327,7,9
210,N596,0.00129863322973022,8,9
211,N544,0.00129523837108519,7,7
212,N647,0.00129496259429035,5,5
213,N638,0.00129293063850742,5,9
214,N250,0.00128976380765992,6,5
215,N26,0.00128774744928396,8,8
216,N569,0.00128549598723581,7,8
217,N7,0.0012823147624144,8,6
218,N971,0.00128051840160505,8,8
219,N93,0.00127936412856268,3,10
220,N653,0.00127932943442131,8,8
221,N519,0.00127511163028711,3,6
222,N82,0.0012688024071487,8,9
223,N642,0.00126780791345206,4,9
224,N562,0.00126675745599095,4,8
225,N735,0.00126603955278269,3,9
226,N704,0.00126589149976807,9,6
227,N952,0.00126468988360048,8,6
228,N658,0.00126253170887026,9,5
229,N572,0.00126057207139662,7,8
230,N406,0.0012573882073619,4,6
231,N97,0.00125540335621874,5,9
232,N565,0.0012545005240776,7,7
233,N139,0.00125288417571262,4,9
234,N238,0.0012523810802624,4,12
235,N18,0.00125169934937599,5,7
236,N626,0.001251351476098,6,9
237,N270,0.0012491817544504,11,8
238,N126,0.00124865782723018,5,8
239,N19,0.00124795852631342,7,6
240,N895,0.00124583394388641,7,7
241,N827,0.00124060878843347,6,7
242,N980,0.00124029141050031,7,6
243,N958,0.00123719924844863,6,9
244,N344,0.00123698332114093,4,9
245,N910,0.00123481600002326,5,7
246,N220,0.00123402137465428,5,6
247,N528,0.00123280143477309,5,6
248,N53,0.00123207315368435,6,7
249,N119,0.00123006749645068,7,8
250,N942,0.00122834927645161,7,5
251,N861,0.00122664142322493,3,8
252,N795,0.00122637792816595,10,6
253,N929,0.0012262552007681,4,8
254,N601,0.00122621628418408,7,9
255,N533,0.00122313798813475,1,8
256,N23,0.00122203766025436,3,9
257,N883,0.00122145951198395,3,7
258,N890,0.00122104873687985,7,9
259,N641,0.00121983550926228,5,9
260,N622,0.00121908834081504,9,7
261,N212,0.00121676046209016,5,6
262,N759,0.00121674521416368,7,7
263,N55,0.00121480190653282,4,9
264,N798,0.00121459683899083,6,10
265,N443,0.00121351077334885,4,9
266,N298,0.00121167042161672,6,9
267,N209,0.00120753324200207,8,5
268,N307,0.00120548855327624,11,7
269,N819,0.00120467320631374,8,8
270,N293,0.00120461235254635,8,9
271,N302,0.00120449236891926,5,4
272,N721,0.00120180648776055,9,7
273,N148,0.00120152595854536,3,10
274,N851,0.00119999273339815,6,4
275,N12,0.00119984517816493,7,7
276,N537,0.00119771469597501,10,6
277,N378,0.00119553510478393,5,6
278,N128,0.00119353836406404,6,6
279,N189,0.00119278410421186,10,8
280,N198,0.00119169059742373,3,5
281,N855,0.00119110963746953,4,10
282,N401,0.00119037813320594,5,8
283,N404,0.0011894204967397,7,6
284,N442,0.00118668482281789,6,7
285,N611,0.00118558770107894,7,6
286,N263,0.0011850308074394,6,9
287,N185,0.00118472942466949,4,9
288,N724,0.00118442210419325,4,8
289,N754,0.00117721540040172,6,8
290,N715,0.00117646377732128,6,5
291,N411,0.00117530530823629,1,6
292,N732,0.001170274520486,8,7
293,N229,0.0011699631285226,6,7
294,N837,0.0011688909892852,5,7
295,N316,0.00116376411228284,6,6
296,N604,0.00116362202257683,10,8
297,N511,0.0011635429577413,4,7
298,N595,0.00116184680486663,6,9
299,N43,0.00116179944604289,9,5
300,N654,0.00115763707303959,5,7
301,N992,0.00115267398933756,10,7
302,N146,0.00115146326485719,7,8
303,N953,0.00114988032087612,2,5
304,N808,0.00114917614758754,7,7
305,N831,0.00114870268393387,4,5
306,N127,0.00114755407536449,10,7
307,N599,0.00114745057475196,5,9
308,N949,0.00114723256356548,5,8
309,N419,0.00114676695007567,1,4
310,N636,0.00114616789953581,7,8
311,N588,0.00114568871539597,6,5
312,N235,0.00114490765546087,4,9
313,N838,0.00114434393720231,5,4
314,N916,0.00114415647802585,6,6
315,N112,0.00114233437072237,7,10
316,N693,0.00113973799887592,10,7
317,N176,0.00113915752205934,7,6
318,N900,0.00113898197502813,6,7
319,N614,0.00113848542519915,5,6
320,N606,0.00113839329924,9,6
321,N227,0.00113693070399614,4,8
322,N501,0.00113553274778825,10,6
323,N58,0.00113515683483865,2,6
324,N990,0.00113448254174688,5,7
325,N107,0.00113412948282535,7,6
326,N847,0.0011307980097492,6,7
327,N741,0.00113009370826883,6,6
328,N776,0.00112908578683305,7,8
329,N777,0.00112667974510844,4,6
330,N734,0.00112658031065305,4,8
331,N13,0.00112537825154305,4,8
332,N663,0.00112347426626633,5,5
333,N369,0.00112289547825117,8,8
334,N986,0.00112188200836682,5,5
335,N492,0.00111672473923707,2,5
336,N912,0.00111579346040876,9,8
337,N921,0.00111242269450029,9,7
338,N295,0.00111071973223735,8,7
339,N597,0.0011093905321088,7,5
340,N196,0.00110886698091622,5,7
341,N16,0.00110753631914832,5,7
342,N575,0.00110592907766047,4,6
343,N756,0.00110070577084785,9,10
344,N190,0.00110056571115793,11,7
345,N459,0.00109995980619612,4,5
346,N429,0.0010999309800705,3,5
347,N593,0.00109939747107366,4,8
348,N880,0.00109768179969482,9,7
349,N873,0.00109661848427818,7,5
350,N201,0.00109500097377894,6,9
351,N671,0.00109375140502266,6,7
352,N130,0.00109278820301736,3,5
353,N20,0.00109255195705168,5,7
354,N926,0.00109160242902521,6,8
355,N56,0.00109151003404242,4,6
356,N91,0.00109110725035558,6,7
357,N156,0.00108935180643423,5,8
358,N710,0.0010888532971542,3,8
359,N150,0.00108749137073919,4,5
360,N946,0.00108620239008627,11,5
361,N300,0.00108544274475576,4,6
362,N977,0.00108531383399326,4,6
363,N30,0.00108494642282884,8,6
364,N623,0.00108381925407717,2,7
365,N975,0.00108303097055305,9,5
366,N803,0.00108043097220655,2,7
367,N98,0.00108007080856574,4,6
368,N215,0.00107950637399582,4,9
369,N633,0.00107939924932251,7,7
370,N655,0.00107938651819462,12,8
371,N425,0.00107835795080847,6,5
372,N217,0.00107507104751684,8,8
373,N763,0.00107467895088411,4,7
374,N635,0.00107019198902298,6,7
375,N178,0.00106998813616244,5,5
376,N359,0.00106773712925759,8,7
377,N134,0.00106721582232275,5,7
378,N586,0.00106714502315279,7,7
379,N494,0.00106509375533561,5,6
380,N39,0.00106157446676818,3,4
381,N291,0.00106106993619338,5,4
382,N379,0.00106058298647081,7,6
383,N943,0.00105854435406592,4,5
384,N399,0.00105812617442001,7,8
385,N5,0.00105624232129046,4,9
386,N428,0.00105615609104342,3,7
387,N400,0.00105508448592232,5,7
388,N665,0.00105467340057387,3,7
389,N906,0.00105431133710947,8,5
390,N213,0.00105360820940239,5,7
391,N676,0.00105346381716976,3,9
392,N963,0.00104608870183166,5,7
393,N416,0.00104344243569386,11,7
394,N887,0.0010430109425471,5,7
395,N336,0.00104136469905157,4,9
396,N868,0.00103916049833888,7,6
397,N319,0.00103580475638297,6,5
398,N968,0.00103253863286486,5,7
399,N939,0.00103068721907616,8,8
400,N281,0.00103064936804129,5,6
401,N872,0.00102911299775242,2,7
402,N360,0.00102798981386583,6,7
403,N520,0.00102767051876035,6,5
404,N764,0.00102623388887441,5,5
405,N463,0.00102572726086946,8,7
406,N945,0.00102546925760708,3,7
407,N621,0.00102418329901914,5,6
408,N308,0.00102385041225525,5,8
409,N451,0.00102336743640654,3,8
410,N104,0.00102287179740578,6,7
411,N277,0.0010227718478002,5,8
412,N775,0.00102113159844851,5,7
413,N632,0.00101974798692441,5,6
414,N733,0.00101880482581268,5,6
415,N563,0.00101807973086399,6,6
416,N387,0.00101748890300884,9,6
417,N833,0.00101607881957417,6,3
418,N496,0.00101586845878983,9,6
419,N8,0.00101525649387892,7,4
420,N690,0.00101422903934081,5,7
421,N678,0.00101243589681759,6,7
422,N899,0.0010124350044275,5,6
423,N781,0.00101099833776714,5,5
424,N848,0.00101078229592113,3,6
425,N135,0.00101077307034682,9,6
426,N243,0.00100992578272692,5,7
427,N320,0.00100674419454198,8,5
428,N106,0.00100541762930858,7,6
429,N129,0.00100459238433866,10,6
430,N613,0.00100394417878581,11,8
431,N111,0.00100373233055812,9,5
432,N37,0.00100110320948849,9,8
433,N162,0.000999221547627789,4,5
434,N542,0.000998325447384384,5,6
435,N903,0.000998205020118535,2,5
436,N799,0.000997456009381132,4,6
437,N863,0.000997399915504195,5,6
438,N812,0.000996823860618527,10,6
439,N902,0.000996745919816864,13,5
440,N811,0.000995816508832147,4,8
441,N707,0.000995776698738747,5,6
442,N262,0.000994396537928162,10,6
443,N462,0.000991454172932644,5,3
444,N314,0.000990609507211638,7,5
445,N350,0.000990278276850379,5,6
446,N140,0.000988847563113818,4,5
447,N712,0.000988675893377135,10,8
448,N600,0.000987400306125947,9,7
449,N590,0.000987055481626765,4,6
450,N666,0.000985660077119729,4,6
451,N961,0.000985019178798781,4,7
452,N717,0.000984792333971019,4,5
453,N555,0.000984224478808614,1,6
454,N677,0.000983732425381922,6,5
455,N132,0.000983494270944099,9,8
456,N840,0.000983369175700908,5,4
457,N253,0.000982366567230399,7,8
458,N184,0.00098110738551304,5,6
459,N858,0.000979984786288385,8,5
460,N659,0.0009799819585215,5,6
461,N251,0.000979570206621783,6,6
462,N502,0.000977190152138529,15,8
463,N523,0.000976877838266046,6,7
464,N72,0.000976874498950052,6,7
465,N875,0.000976357139335706,8,5
466,N186,0.000973043063497819,5,7
467,N362,0.000972831582372831,6,6
468,N620,0.000972786130879569,7,6
469,N373,0.000972438299172871,8,4
470,N393,0.000972107228547144,9,6
471,N341,0.000972048917826268,3,6
472,N81,0.000971263635047309,6,6
473,N718,0.000970767091063734,1,7
474,N619,0.000970648135088832,9,7
475,N527,0.000970500965692254,4,6
476,N407,0.000969126723210208,9,5
477,N247,0.000969072106433913,7,2
478,N994,0.000969041970144695,6,4
479,N948,0.000968467499175946,7,7
480,N282,0.000967829018549472,4,8
481,N561,0.000967408733213948,13,4
482,N108,0.000967125496017644,4,6
483,N328,0.000964231070639665,4,6
484,N330,0.000963184995113395,8,7
485,N524,0.000961844864830413,7,5
486,N331,0.000961519728727968,11,5
487,N473,0.000960683874336121,8,6
488,N770,0.000959666506158576,5,8
489,N352,0.000956667774543984,6,7
490,N11,0.000955540039475484,5,7
491,N617,0.000954832317997604,6,7
492,N988,0.000954686683351908,5,4
493,N972,0.00095333142736665,6,6
494,N845,0.000952509866638449,4,5
495,N68,0.000951164939478854,7,6
496,N168,0.000951016336813852,8,7
497,N239,0.00095005671399049,5,5
498,N881,0.00094945293906519,5,7
499,N125,0.000947982062029103,3,6
500,N893,0.000945728211364612,4,5
501,N785,0.000945650917940826,5,6
502,N507,0.00094522816116439,8,7
503,N582,0.000944897845897642,7,6
504,N560,0.000944828647921144,4,7
505,N41,0.000944355692870109,2,5
506,N698,0.000942885113781335,6,5
507,N844,0.000942636813319098,5,7
508,N751,0.000942421350540832,6,6
509,N210,0.000942007882358906,11,6
510,N914,0.000941464276213434,5,6
511,N742,0.000940421048763899,7,5
512,N137,0.000940215198572112,7,5
513,N174,0.000937267919971752,9,7
514,N807,0.000936912339039275,9,4
515,N163,0.000935709251222401,11,6
516,N761,0.00093508584796872,4,3
517,N133,0.000934633164596203,4,7
518,N701,0.000934506989693182,3,5
519,N80,0.000933958343742266,6,7
520,N449,0.000932167655642714,4,5
521,N114,0.000931754805880101,3,7
522,N512,0.000931287722428939,6,5
523,N936,0.000928890841517171,6,7
524,N778,0.000927649469052352,5,3
525,N930,0.00092603803779549,13,7
526,N348,0.000925653792041635,7,6
527,N874,0.000923930959612884,3,7
528,N349,0.000923110651321336,5,7
529,N17,0.000922675896225455,6,6
530,N574,0.000920886223023096,3,5
531,N63,0.000920470650052686,7,6
532,N413,0.000920076306147833,12,5
533,N896,0.000917230533013234,7,5
534,N682,0.000916795125369403,9,6
535,N667,0.000916377027474151,6,5
536,N748,0.000916019195734806,4,7
537,N888,0.000916012976530561,4,5
538,N101,0.000915442531718354,8,7
539,N453,0.000914072592813002,8,3
540,N200,0.000913421848249812,9,5
541,N370,0.000912632950383984,9,7
542,N813,0.000912625254337459,7,7
543,N598,0.000912419316968048,6,8
544,N892,0.000908206372930571,3,6
545,N408,0.000906422655044437,7,6
546,N670,0.000906416044848797,5,5
547,N859,0.000904800950737178,6,7
548,N259,0.00090475814384044,7,7
549,N618,0.000904637797308104,11,6
550,N95,0.000903815649804949,6,6
551,N169,0.000902095584425553,7,5
552,N495,0.000901693641927003,8,6
553,N955,0.000901618315042095,8,4
554,N421,0.000901534528329286,4,5
555,N75,0.000901167822389424,6,3
556,N791,0.00089854787741047,5,6
557,N446,0.000898064352718106,5,6
558,N680,0.000897048401343402,5,7
559,N398,0.000897035210136102,6,6
560,N993,0.000896291629914284,6,6
561,N747,0.000892397423630788,11,6
562,N911,0.000892253689217624,4,4
563,N271,0.000891938896683807,6,6
564,N187,0.000891213174555451,5,6
565,N372,0.000888167953254892,6,7
566,N816,0.000887843892114886,5,6
567,N337,0.00088640722737888,4,5
568,N225,0.000885635324001935,7,6
569,N103,0.000885289780842564,7,7
570,N998,0.000884485237382816,7,8
571,N797,0.000884422228245244,6,3
572,N102,0.000884353095046901,6,6
573,N353,0.000883649523250283,4,7
574,N529,0.000882536043500385,1,6
575,N233,0.000881335433901413,4,7
576,N117,0.000881300891604566,6,5
577,N234,0.000879945899824305,7,5
578,N503,0.000879531519396447,6,4
579,N147,0.000878112463035824,7,5
580,N532,0.00087578471678436,3,5
581,N29,0.000874419005151144,5,5
582,N568,0.000873634310573773,8,7
583,N538,0.000873554438916201,9,7
584,N357,0.000873138047467595,9,6
585,N309,0.00087220674247958,7,6
586,N790,0.000871804401523458,6,7
587,N510,0.000871533580079999,4,6
588,N594,0.000870829689114389,4,4
589,N765,0.000870203169518851,3,4
590,N497,0.000869600273695459,4,6
591,N755,0.000868180316635619,9,3
592,N118,0.000865021048713892,4,6
593,N441,0.000864895492475836,8,6
594,N779,0.000863072005237196,6,5
595,N835,0.000861807752309626,5,7
596,N311,0.000861727302196985,6,5
597,N380,0.00086159983768529,6,7
598,N483,0.000859964267178886,7,6
599,N214,0.000859801779646484,7,5
600,N431,0.000859002453217495,9,6
601,N274,0.000858937431337707,6,5
602,N278,0.000858743281667602,5,4
603,N709,0.000858064400814644,4,5
604,N415,0.000856517705250181,5,7
605,N31,0.00085499573466051,4,6
606,N340,0.000854901495928733,5,7
607,N59,0.0008543983806225,7,3
608,N486,0.000853948042487366,4,7
609,N509,0.000852201899328193,9,6
610,N898,0.000851559658099765,8,5
611,N940,0.000850960763978146,9,5
612,N951,0.000849885457506107,6,6
613,N708,0.000849152579042409,6,7
614,N144,0.000847813011250017,8,4
615,N566,0.000847651446492535,4,7
616,N4,0.000847103291975666,5,6
617,N444,0.000847066453110761,5,4
618,N753,0.000845874628428324,3,5
619,N821,0.000845701415226866,6,5
620,N650,0.000845307736638385,7,7
621,N386,0.000845224136887799,6,5
622,N310,0.000844503514972004,6,6
623,N818,0.00084255765903281,9,5
624,N876,0.000842019977946171,4,5
625,N376,0.000841298534169889,3,5
626,N722,0.000841277175682203,4,5
627,N675,0.000839840172324445,4,4
628,N456,0.000839534281351059,4,6
629,N630,0.000837712485807115,6,7
630,N131,0.000836693272639332,5,4
631,N181,0.000834989988204547,5,7
632,N814,0.00083490570807837,3,5
633,N877,0.000834715741453441,3,5
634,N248,0.000834638613405991,6,6
635,N517,0.000833269188150001,5,6
636,N996,0.000832943590500319,5,4
637,N363,0.000832778638294934,7,6
638,N634,0.000832673506423555,3,4
639,N788,0.000832456751701496,5,7
640,N255,0.000831141481163001,9,5
641,N688,0.000830745715347496,6,4
642,N769,0.00083020062205222,8,4
643,N950,0.000830004462036522,6,5
644,N273,0.000829449233006247,6,5
645,N120,0.000828559321012065,4,6
646,N702,0.000828425741422593,5,4
647,N687,0.000828171507725782,5,5
648,N652,0.000826619227797735,4,4
649,N143,0.000825346781576269,9,5
650,N908,0.000821243342535916,5,7
651,N61,0.000820925443859917,8,6
652,N956,0.000820589747232715,6,5
653,N99,0.000820290624644496,6,4
654,N692,0.000819874585194105,4,4
655,N297,0.000819402296192821,9,4
656,N329,0.000818497143360877,8,4
657,N540,0.000817473870464368,4,4
658,N207,0.000817154098103863,7,5
659,N824,0.000817109194714239,8,6
660,N294,0.000816850619870342,5,6
661,N743,0.000816451057792034,12,7
662,N853,0.000814276121723184,4,5
663,N154,0.00081393057810017,6,5
664,N317,0.000808331170106027,5,7
665,N158,0.000807531503530978,3,4
666,N333,0.000806982410660852,3,6
667,N70,0.000806063877379798,6,5
668,N648,0.000805500499192594,5,5
669,N866,0.000804625676027305,6,6
670,N521,0.000804362756885831,4,6
671,N681,0.000804126915875675,6,5
672,N244,0.000803718095493848,3,4
673,N924,0.000803520004210198,4,4
674,N815,0.000803282988414629,7,4
675,N191,0.000798314820799548,7,6
676,N440,0.000797787592117382,4,4
677,N160,0.00079604297503676,5,6
678,N223,0.000794305423513088,8,5
679,N627,0.000792524003286272,8,5
680,N782,0.000791959244359637,5,5
681,N938,0.000791824582268953,5,5
682,N640,0.000790323228889222,4,6
683,N402,0.000790041431331934,6,5
684,N254,0.000788691892331737,9,4
685,N962,0.000786938294798108,5,4
686,N981,0.000786390052616587,7,5
687,N183,0.000785975538177697,7,4
688,N322,0.000785779693150731,4,5
689,N230,0.000784944623181916,4,5
690,N480,0.000783947419782257,5,3
691,N151,0.000783718519124424,9,5
692,N175,0.000783052374520713,12,4
693,N54,0.000781264692437555,8,3
694,N305,0.000780027865710963,6,4
695,N549,0.000779845699462053,4,6
696,N257,0.00077861802085405,6,5
697,N870,0.000778045348025362,4,5
698,N242,0.000776123469614903,5,5
699,N226,0.000775480358879511,9,5
700,N228,0.000775365447366258,4,4
701,N909,0.00077519046728056,2,6
702,N366,0.00077499460893562,5,5
703,N922,0.00077460053736892,4,4
704,N479,0.000773204498259481,5,5
705,N358,0.000772917144531381,5,5
706,N829,0.000772690703797813,6,5
707,N589,0.000772501736352826,3,5
708,N368,0.000772409889792052,7,4
709,N694,0.000771901952427173,4,6
710,N485,0.000770770228810478,6,5
711,N786,0.000769621623954526,5,4
712,N474,0.000768588356079663,7,6
713,N123,0.000766732465088731,9,7
714,N122,0.000766014558467764,6,4
715,N477,0.000764151712851368,7,4
716,N292,0.000764052394413211,4,5
717,N997,0.000762991498386815,11,5
718,N355,0.000760704733801618,5,3
719,N94,0.000760321056033936,4,4
720,N193,0.00075969554137846,3,5
721,N552,0.000757479725444884,6,5
722,N338,0.000757446887585096,6,5
723,N684,0.000756188703991268,5,5
724,N820,0.000756070153728575,6,6
725,N515,0.000755921001476245,13,5
726,N79,0.000755512657177816,8,5
727,N275,0.000753380926067419,8,4
728,N683,0.000752806922611125,7,5
729,N152,0.000752724279985021,9,5
730,N374,0.000749948183139727,7,6
731,N987,0.000749828537270835,1,3
732,N964,0.000748745514186867,4,4
733,N439,0.000747475674259516,6,4
734,N313,0.000745935258335837,6,6
735,N879,0.000745820075306648,5,3
736,N852,0.000744720281293899,7,4
737,N172,0.000743243921601481,3,7
738,N321,0.000743110856576413,6,4
739,N84,0.000742909478384685,4,4
740,N762,0.00074173318311558,3,4
741,N686,0.00074147141676615,8,4
742,N301,0.000739923928516042,7,3
743,N809,0.000739886918540763,7,4
744,N430,0.000739659983493148,4,3
745,N1,0.000739586194267472,6,6
746,N476,0.000739396547501556,9,6
747,N989,0.000738969082888536,5,4
748,N24,0.000738222087554656,8,4
749,N86,0.000737574329627565,7,5
750,N10,0.000735714753809948,7,6
751,N155,0.000735214002265356,4,5
752,N796,0.000735074049482756,7,4
753,N57,0.000734765958218119,3,4
754,N179,0.000733370933820472,3,4
755,N579,0.000731639834337637,5,4
756,N167,0.000730417320090774,8,6
757,N285,0.000729777539075379,7,5
758,N554,0.000727504615552195,8,3
759,N73,0.000726595711194457,6,5
760,N48,0.000725967641803832,8,5
761,N504,0.000725600477229595,7,5
762,N967,0.000725503730175126,7,5
763,N40,0.000724423828673612,5,4
764,N455,0.000723167486427803,9,6
765,N664,0.000722194198507419,6,5
766,N825,0.000721652256382525,6,5
767,N237,0.000720738261925958,8,5
768,N469,0.000720350311998013,2,6
769,N173,0.000719708642349053,8,4
770,N935,0.000719214061422607,6,5
771,N60,0.000718825875723762,9,6
772,N545,0.000716920853325239,4,5
773,N643,0.0007165437846032,6,4
774,N50,0.000714297981382918,11,5
775,N334,0.000713839939924909,6,3
776,N805,0.000712891969440771,4,4
