rank,node,score,out_degree,in_degree
96,N1700,0.000370256104730451,4,11
97,N4681,0.000369514508526146,7,12
98,N1609,0.000369034846437472,5,7
99,N4659,0.000369005903330013,7,13
100,N3971,0.00036895077795125,4,7
101,N953,0.000368089779776489,3,11
102,N2548,0.000368062706219835,5,8
103,N4525,0.000367753172974929,7,11
104,N1781,0.000367111653140239,6,9
105,N2919,0.000366693834967267,8,8
106,N4956,0.000366649122804784,2,12
107,N394,0.000366508850680737,9,10
108,N2126,0.000366073018505187,6,10
109,N4952,0.000365823972646683,7,11
110,N2262,0.00036581940555311,9,11
111,N3221,0.000365049499145046,4,8
112,N835,0.00036430709112914,7,7
113,N4792,0.000364145941625568,10,10
114,N1701,0.000364089392031318,7,12
115,N4621,0.000362342544053085,9,11
116,N1875,0.000362152968436257,6,13
117,N1924,0.000361982575880209,7,11
118,N1590,0.000361754471769922,2,9
119,N585,0.000361732726156111,8,11
120,N4637,0.000361517524484549,4,8
121,N2951,0.000360859483137638,1,8
122,N194,0.000360655814447146,4,8
123,N1251,0.000360381403879652,6,12
124,N1326,0.000360240205491193,4,9
125,N2120,0.000359681630760922,5,11
126,N4918,0.000359655922721045,5,11
127,N83,0.000359378754661602,4,13
128,N2314,0.000359321164566189,6,11
129,N3112,0.000358204854546176,3,10
130,N1402,0.000357677877771323,7,10
131,N4674,0.000357632492169541,10,11
132,N848,0.000357437249286499,6,8
133,N4200,0.000356801028910541,2,11
134,N4233,0.000356776412466821,6,11
135,N4639,0.000356744682209894,9,11
136,N4090,0.000356326743842181,5,8
137,N3113,0.000355772138797013,6,9
138,N1656,0.000355536359025733,3,11
139,N4506,0.00035547840375187,9,8
140,N3190,0.000355474128250678,3,9
141,N3450,0.000355296217434578,6,9
142,N1308,0.000355224204558608,6,7
143,N281,0.000355119379406829,9,10
144,N4793,0.000354791907059145,7,11
145,N3490,0.00035474455819217,7,10
146,N570,0.000354601174778235,5,12
147,N2941,0.00035441143064933,4,9
148,N2301,0.000354359202595232,8,11
149,N1175,0.000354353002352776,5,11
150,N1541,0.000353410864498916,3,9
151,N3413,0.000353017479885119,3,8
152,N1275,0.000352073390587837,6,10
153,N2055,0.000352042303969241,3,11
154,N375,0.000351775204033398,3,10
155,N1340,0.000351700818798442,7,9
156,N2474,0.00035133114067909,10,8
157,N1289,0.000351165970058037,7,9
158,N4884,0.000350551109748502,6,7
159,N1648,0.000350544928437256,4,9
160,N3723,0.000350471698153867,5,11
161,N3661,0.000349564532815633,8,9
162,N2544,0.000349361075469641,3,11
163,N337,0.000349083641003898,5,8
164,N861,0.000348786526799387,5,7
165,N3088,0.000348758472272308,9,13
166,N1506,0.000348505267740346,4,5
167,N3466,0.00034824231469233,5,9
168,N9,0.000347915840095405,5,8
169,N1657,0.00034786900944491,3,9
170,N3149,0.000347109390968343,4,10
171,N2526,0.000346350047267144,7,8
172,N1584,0.000345926576243004,2,10
173,N853,0.000345845561318848,7,11
174,N581,0.000345834380060852,4,9
175,N4714,0.000345498505600472,5,11
176,N4957,0.00034525943153207,8,8
177,N2245,0.000345155897467909,6,10
178,N932,0.000344584134241696,5,9
179,N3068,0.00034443633075827,6,9
180,N1221,0.000344214329962828,8,12
181,N3313,0.000343738900133825,12,9
182,N3785,0.000343420261716898,6,8
183,N117,0.000343210760641186,5,7
184,N4529,0.000342853055000035,4,7
185,N2961,0.000342710671389984,6,7
186,N1774,0.000342646248811497,2,13
187,N1655,0.000342631416268926,6,10
188,N2150,0.000342492964796749,4,9
189,N1023,0.000342469007701132,6,9
190,N4833,0.000342440968159461,6,10
191,N2029,0.000342119860165555,8,10
192,N1578,0.000342099824417246,5,10
193,N3920,0.000341679637100007,8,10
194,N4799,0.000341665296508899,7,9
195,N989,0.000341543635488111,5,10
196,N4577,0.000341540225826242,3,10
197,N3294,0.000340849667005916,7,11
198,N4015,0.000340110566656345,8,10
199,N4026,0.000338694200796172,7,9
200,N4019,0.000338608560675383,6,6
201,N1919,0.000338538018571643,6,9
202,N2418,0.000338047759599826,7,7
203,N3152,0.000337921707628221,6,10
204,N1377,0.000337851418681694,10,12
205,N443,0.000337831688472456,5,5
206,N2966,0.00033754769884092,5,9
207,N3341,0.000337468893667465,5,8
208,N933,0.000337088909643814,10,7
209,N1583,0.000336696467707078,6,7
210,N4390,0.000336666513843681,6,9
211,N3998,0.000336468562056422,6,9
212,N306,0.000335572913593722,5,9
213,N2361,0.000335132979499566,4,10
214,N838,0.00033499609155083,5,9
215,N4797,0.000334752597600071,7,9
216,N191,0.000334655387696561,6,5
217,N3091,0.000334148795109366,7,11
218,N4836,0.000334101968391094,5,11
219,N2508,0.000333882127551874,3,7
220,N4031,0.000333476294404886,8,11
221,N1325,0.000333414026165673,6,10
222,N3046,0.00033284788698104,4,10
223,N4566,0.000332644373784844,3,9
224,N4686,0.000332177909567623,3,9
225,N1005,0.000332168651963406,4,11
226,N3179,0.000332143133837475,8,8
227,N2015,0.000331483191703051,8,6
228,N757,0.000330724814657024,9,11
229,N426,0.000330388518808882,6,8
230,N2710,0.00033009559402469,5,7
231,N1672,0.000329953257310302,8,8
232,N414,0.00032988496102688,4,10
233,N4343,0.000329867950189407,7,7
234,N2392,0.000329829290136903,6,9
235,N1341,0.000329730285272378,6,8
236,N1817,0.000329114544830715,5,12
237,N2451,0.000328990431921428,13,10
238,N3309,0.000328935898472187,5,12
239,N3519,0.000328901124703409,5,4
240,N2558,0.000328742569860563,3,8
241,N4474,0.000328688867956236,4,10
242,N3714,0.000328068079469718,5,9
243,N3666,0.000327817987499999,8,7
244,N4096,0.000327802850030749,7,9
245,N115,0.000327454525244801,6,8
246,N4357,0.000326737411435888,3,8
247,N51,0.000326718940933248,7,8
248,N3547,0.000326486140766463,8,10
249,N3867,0.000326444021924914,5,9
250,N4028,0.000326249707594104,7,10
251,N882,0.000326118734245866,4,8
252,N4854,0.000325833705430316,8,8
253,N3053,0.000325816240458793,6,9
254,N2545,0.000325386089816275,3,8
255,N89,0.000325272155362596,3,8
256,N289,0.000325185432356079,6,9
257,N4909,0.000325165471206016,8,8
258,N3864,0.000325096346808356,6,9
259,N4769,0.000325000255111988,6,10
260,N1026,0.000324446423578004,6,10
261,N3846,0.000324345960918322,4,9
262,N1887,0.000323992673586101,8,9
263,N1083,0.000323826521128642,9,8
264,N2641,0.000323663470340835,5,10
265,N3023,0.000323600733844691,5,6
266,N583,0.000323487831319453,7,10
267,N1027,0.000323400277491614,4,10
268,N3144,0.000323302213238052,9,9
269,N837,0.000323205282981494,6,6
270,N1547,0.000323167132732514,6,8
271,N2485,0.000322859310457029,7,10
272,N3525,0.00032283703505426,5,8
273,N513,0.000322746851450262,7,11
274,N2856,0.000322740799765232,8,11
275,N1361,0.000322704836155733,7,8
276,N2310,0.000322701399242794,5,9
277,N1158,0.000322549780182853,7,7
278,N3370,0.000322271185273737,5,5
279,N2617,0.000322091011769377,8,9
280,N84,0.000321882659050703,5,8
281,N4727,0.000321753646458591,7,10
282,N542,0.000321739085460564,3,8
283,N71,0.000321679925031345,4,7
284,N1819,0.000321604842769061,9,6
285,N70,0.000321596455682806,2,10
286,N2598,0.0003213974558453,4,10
287,N2728,0.000321345538149867,3,10
288,N352,0.000321323364422646,13,7
289,N3083,0.000321126536528878,8,9
290,N1255,0.00032093838400456,7,10
291,N2900,0.00032084014709389,2,8
292,N246,0.000320820575496472,6,8
293,N408,0.000320792424850402,6,8
294,N3111,0.000320749530786138,6,7
295,N4615,0.000320512762861634,7,9
296,N2592,0.000320511302992245,10,11
297,N4190,0.000320482048796033,11,8
298,N2887,0.000320049824905506,7,10
299,N1631,0.000319595571790148,4,10
300,N1422,0.000319563567216834,5,11
301,N3465,0.000319252816585782,4,6
302,N3356,0.000319162333167564,6,10
303,N3568,0.000319115342642907,3,9
304,N209,0.000318894918360217,2,9
305,N2073,0.000318734527694148,3,9
306,N2365,0.000318426739677407,6,10
307,N3012,0.000318406396468293,8,7
308,N1400,0.000318337454513618,4,9
309,N3856,0.000318220254815512,4,6
310,N1738,0.000318107906261331,8,8
311,N2403,0.000318043497741595,10,9
312,N3212,0.000317971952284081,6,8
313,N3775,0.000317768372570513,5,10
314,N206,0.000317679633644615,9,10
315,N4694,0.000316866140829575,7,8
316,N3855,0.000316647203503944,6,9
317,N4732,0.000316567690367309,5,7
318,N1807,0.000316304899955934,6,10
319,N3600,0.000316258684812916,5,8
320,N4038,0.000315933169416643,3,10
321,N3480,0.000315714845500475,8,12
322,N519,0.000315523621442864,9,8
323,N2125,0.000315523372958605,4,10
324,N2427,0.000315488287058108,6,9
325,N860,0.000315431296644672,6,10
326,N3736,0.000315088994931387,8,11
327,N2395,0.000315012020732715,5,12
328,N736,0.000314906691774361,9,9
329,N4435,0.000314905312696558,7,9
330,N1262,0.000314006206202168,6,7
331,N1008,0.000313783770846126,8,9
332,N3230,0.000313512012529803,10,10
333,N3458,0.000313451102220059,4,10
334,N1443,0.000313407455670813,14,10
335,N416,0.000313373970753595,6,8
336,N3435,0.000313004844423261,5,9
337,N3445,0.000312987220556982,5,8
338,N1795,0.00031278195530124,4,11
339,N1095,0.000312779732047497,5,12
340,N1116,0.000312727559615486,4,9
341,N3951,0.00031269200967659,7,12
342,N400,0.000312568110436587,6,9
343,N4257,0.000312556178698255,13,9
344,N1387,0.000312532346114839,4,9
345,N3565,0.000312316314355795,13,9
346,N1300,0.000312282514562471,5,7
347,N947,0.00031192198558494,8,8
348,N2503,0.000311866219835602,11,9
349,N4345,0.000311774439459428,7,9
350,N2426,0.000311679752509891,7,9
351,N3726,0.000311635478400698,4,8
352,N496,0.000311409717715146,4,7
353,N4457,0.000311319344776282,10,11
354,N952,0.000311055846520083,3,7
355,N502,0.00031102930275541,6,8
356,N764,0.000311018445706846,9,11
357,N210,0.00031091172131787,4,8
358,N1129,0.000310838132256018,8,3
359,N1196,0.000310582987462618,4,9
360,N582,0.000310464813913968,6,9
361,N532,0.000309936034069381,4,9
362,N4825,0.00030993374692454,6,9
363,N1634,0.000309901222361161,12,10
364,N4813,0.000309885316626792,7,12
365,N1718,0.000309807541498819,5,8
366,N242,0.0003095567949072,7,9
367,N955,0.000309468198320523,7,8
368,N1836,0.000309247208211186,8,6
369,N3941,0.000309086365733252,6,9
370,N3148,0.00030903694798399,4,3
371,N4359,0.000309014180934326,10,6
372,N4326,0.000308923448620236,6,10
373,N3472,0.000308904023436085,4,11
374,N1592,0.000308840168215829,8,6
375,N1267,0.00030882432346741,5,10
376,N3175,0.000308656622562339,5,8
377,N4296,0.000308320051058677,9,10
378,N2075,0.000308296252693761,5,10
379,N7,0.000308260858551097,6,12
380,N3743,0.000308090362521237,3,9
381,N1110,0.000307852444247481,4,10
382,N3453,0.000307852069381855,9,6
383,N3147,0.000307782908720003,1,8
384,N2913,0.000307759748130188,10,7
385,N4807,0.000307702084375646,9,9
386,N96,0.000307457456630686,5,8
387,N4183,0.000307212981100645,8,8
388,N2709,0.000307131966427655,4,7
389,N4236,0.000307070785824325,2,11
390,N2014,0.000307052780757409,2,8
391,N4342,0.000306970845903706,3,7
392,N2189,0.000306800669695894,5,8
393,N2577,0.000306419453828834,5,11
394,N2025,0.000306365290783437,3,8
395,N2072,0.000306250679492766,3,9
396,N429,0.000306138183104795,6,11
397,N142,0.000306124439873856,7,9
398,N1540,0.000306049322275629,3,7
399,N3870,0.000306040518021101,7,10
400,N1845,0.000305912353090479,4,7
401,N2878,0.000305563310709135,4,10
402,N3195,0.000305537464826606,9,11
403,N2917,0.000305490705411477,7,9
404,N4858,0.000305425871886645,4,8
405,N4849,0.000305315510587094,5,9
406,N3001,0.000305291787026294,10,9
407,N3833,0.000305086083219903,5,6
408,N1183,0.000305048657576983,5,8
409,N3172,0.000305025867303379,3,10
410,N1844,0.000305017439215938,7,6
411,N1178,0.000304903848825867,6,11
412,N3960,0.000304742888790564,11,6
413,N4291,0.000304563364249283,5,7
414,N4417,0.000304413779006462,8,12
415,N4473,0.000304049925811785,8,7
416,N296,0.000303765046525964,6,5
417,N737,0.000303712534626394,8,7
418,N3683,0.000303442983633019,4,10
419,N2236,0.000303391914664272,6,7
420,N1859,0.000302960049762915,9,8
421,N4888,0.000302929980483642,6,5
422,N2596,0.000302890730423297,7,7
423,N511,0.000302881626455733,3,9
424,N1580,0.000302851312174066,5,12
425,N2714,0.000302825731361949,5,8
426,N1993,0.00030281159432197,5,8
427,N99,0.000302794500755391,5,8
428,N3461,0.000302747627210178,6,8
429,N2065,0.000302575793760892,10,5
430,N1478,0.000302549324204541,7,8
431,N543,0.000302521834984428,4,9
432,N561,0.000302321013976355,9,10
433,N1050,0.000302304523024943,3,7
434,N3452,0.000301988603839805,7,7
435,N3197,0.000301965667778461,7,9
436,N1917,0.000301906239959355,8,6
437,N4214,0.000301825849957172,5,9
438,N4541,0.000301664698682967,4,9
439,N2486,0.000301504984765966,8,10
440,N3532,0.000301503972527733,6,6
441,N1900,0.000301388268621294,5,10
442,N1559,0.000301375967584864,4,9
443,N157,0.000301292703140042,6,6
444,N1280,0.000301009427918143,8,7
445,N4418,0.000300837306352102,3,8
446,N1881,0.000300675907607985,8,10
447,N4996,0.000300306424987059,6,9
448,N2300,0.000300294799391707,5,9
449,N415,0.000299914482502555,9,9
450,N2999,0.000299894343066954,6,8
451,N1577,0.000299754251737859,6,6
452,N295,0.00029968595584421,2,8
453,N3740,0.000299640416433485,4,8
454,N961,0.00029952325327521,5,9
455,N4156,0.000299468535785211,8,5
456,N1283,0.000299394158983652,5,7
457,N892,0.000299368198360047,4,9
458,N4195,0.00029936730944884,6,9
459,N351,0.000299309082430093,6,10
460,N1035,0.000299271201308339,6,10
461,N2559,0.000299250588305521,5,6
462,N398,0.000299174477038334,6,8
463,N3513,0.000299042823459157,8,9
464,N27,0.000298985627608368,3,9
465,N2280,0.00029894296855533,5,9
466,N2943,0.00029893929491423,5,8
467,N2036,0.000298923677704916,5,11
468,N3848,0.000298860737438995,7,8
469,N2456,0.000298831215772297,4,8
470,N74,0.000298790028500725,6,11
471,N2711,0.000298373062863303,10,9
472,N1981,0.000297731253157155,7,9
473,N2386,0.000297527275803047,7,10
474,N3106,0.000297513720324094,6,13
475,N1496,0.000297369372047993,7,7
476,N1268,0.000297322310099675,7,9
477,N311,0.000297272366093377,7,11
478,N3818,0.000297237114554241,8,10
479,N3534,0.000297152248397507,10,9
480,N2820,0.000297071877396562,5,8
481,N3400,0.000297065552196481,7,9
482,N2936,0.000296891667896262,4,7
483,N4945,0.000296888537058644,10,12
484,N1419,0.000296839402878635,7,8
485,N1529,0.000296758578414464,3,7
486,N786,0.000296732529166667,9,7
487,N4817,0.000296659661805779,6,5
488,N3187,0.000296041222684574,5,8
489,N3928,0.000295998591045999,8,10
490,N941,0.000295887222738478,8,8
491,N4486,0.000295872528307131,7,5
492,N21,0.000295838000261189,7,9
493,N760,0.000295836954443706,6,10
494,N555,0.000295655878784158,7,8
495,N2215,0.00029561214861474,5,10
496,N1585,0.000295455218696939,7,6
497,N4398,0.000295437964535383,6,7
498,N3677,0.000295318700195163,4,10
499,N2655,0.000295213608705726,6,9
500,N1014,0.000295127361333778,4,7
501,N244,0.000295106160727968,4,9
502,N4255,0.000295088438735223,8,8
503,N593,0.000295062821630273,6,7
504,N2068,0.000294932800063087,7,8
505,N2652,0.000294727792489753,8,8
506,N884,0.000294695486560013,7,9
507,N4562,0.000294346162815915,7,9
508,N2496,0.000294189052825538,3,9
509,N2094,0.00029417190792127,7,5
510,N2909,0.000294169045559811,3,9
511,N3840,0.000294142767100307,6,11
512,N1598,0.000294020291426292,5,9
513,N4232,0.000293982320269324,4,9
514,N2988,0.000293865860517872,5,7
515,N1974,0.000293824270275722,9,9
516,N1649,0.000293709839146454,6,7
517,N4803,0.000293571760563358,5,9
518,N3897,0.000293500017850241,10,7
519,N4137,0.000293443960030891,13,8
520,N1462,0.000293333813304358,6,7
521,N4246,0.000293211097030953,6,9
522,N4198,0.000293205261964154,9,8
523,N1573,0.000293111033394903,5,8
524,N1517,0.000292999361929639,5,9
525,N3931,0.000292476814460958,9,8
526,N4838,0.000292468171972366,5,7
527,N1152,0.000292463868070907,9,8
528,N1767,0.000292448664583197,3,6
529,N4547,0.000292317455374405,7,11
530,N1933,0.000292284502486702,3,8
531,N2647,0.0002921546410325,8,9
532,N2123,0.000292062777593499,10,8
533,N2905,0.000291977739016397,7,9
534,N1,0.000291906391309784,6,7
535,N2772,0.00029171623219428,6,8
536,N742,0.000291709110065532,5,8
537,N2581,0.000291572044683275,10,9
538,N1638,0.000291443152519215,10,8
539,N4499,0.00029125713983859,8,6
540,N2027,0.00029107055898204,3,10
541,N3192,0.000290806513839934,6,9
542,N2640,0.000290756640320889,5,8
543,N3552,0.000290402144735094,7,10
544,N271,0.000290375751450382,6,10
545,N4688,0.000290355097916375,9,7
546,N4705,0.000290292966301154,5,6
547,N4380,0.000290129153518377,9,8
548,N881,0.000289990209922325,6,10
549,N1418,0.000289741704902898,3,10
550,N4569,0.000289715629179541,10,8
551,N613,0.000289483430812885,9,12
552,N1732,0.000289358634374598,5,10
553,N3318,0.00028903485257082,7,6
554,N3460,0.000288965092387752,5,8
555,N3373,0.000288863731966757,2,8
556,N4777,0.000288835869202851,2,11
557,N4772,0.000288739695484696,3,9
558,N2784,0.000288580683817346,6,7
559,N283,0.000288532894176141,6,9
560,N864,0.000288495555846742,10,8
561,N999,0.000288464901258447,4,7
562,N3889,0.000288431271237633,4,6
563,N4998,0.000288365070762243,7,7
564,N4009,0.000288267836573371,9,8
565,N2612,0.000288250153193866,3,9
566,N1563,0.000288190220800146,7,10
567,N3325,0.000288119877479509,7,8
568,N2060,0.000288112773516275,5,10
569,N2843,0.000287766732393136,5,7
570,N1156,0.000287678423681398,4,10
571,N2100,0.000287253420746169,10,9
572,N170,0.000287223776991399,7,6
573,N2995,0.000287141004225404,8,10
574,N4003,0.000287110402961713,4,8
575,N4701,0.000287097296331508,7,9
576,N648,0.000287014429603805,10,8
577,N1543,0.000286978592638433,8,11
578,N2658,0.000286970600278005,5,9
579,N2035,0.000286924716826488,5,10
580,N4555,0.000286851831301503,6,9
581,N912,0.000286843601259575,9,8
582,N4906,0.000286726489407854,5,8
583,N3711,0.000286705170380378,3,10
584,N3448,0.000286683350023953,3,9
585,N4423,0.000286672864636901,9,8
586,N1028,0.000286661881037012,9,7
587,N2916,0.000286534596344216,9,9
588,N1293,0.000286504920931194,4,7
589,N3950,0.000286476356566961,5,8
590,N427,0.000286471436883205,6,8
591,N466,0.000286339153862355,4,10
592,N3146,0.000286207780062087,7,9
593,N3451,0.000286197696664529,6,8
594,N187,0.000286017965810843,7,9
595,N1947,0.000285985704643655,4,8
596,N2026,0.000285974193664765,4,7
597,N243,0.000285938923960117,2,7
598,N4218,0.00028588631718424,7,9
599,N963,0.000285881235316592,4,8
600,N1416,0.000285859229510866,3,8
601,N4041,0.000285769408373123,4,11
602,N4066,0.000285750308122239,3,9
603,N3674,0.000285710157791238,5,8
604,N1446,0.000285657192287228,7,8
605,N4119,0.000285556147224276,8,9
606,N2093,0.00028545827775503,6,10
607,N4821,0.000285233742494401,7,11
608,N1696,0.000285228052681549,2,9
609,N2492,0.0002851868131039,8,8
610,N1514,0.000285122634293239,10,8
611,N4252,0.000284753268386378,7,10
612,N4205,0.000284489705993925,6,10
613,N3824,0.000284451786944925,7,9
614,N13,0.000284283300469906,8,8
615,N4173,0.00028422794345165,6,8
616,N1214,0.000284141184778199,6,7
617,N2701,0.000284134644332684,6,9
618,N1636,0.000284029054202158,6,11
619,N4618,0.000283820761812399,6,9
620,N512,0.000283805565305306,5,8
621,N1829,0.000283728144036403,5,8
622,N4375,0.00028365882595155,5,7
623,N81,0.000283642080541364,7,10
624,N2565,0.000283628714961928,2,5
625,N1274,0.000283376480408614,7,10
626,N1589,0.000283297273322643,5,9
627,N3324,0.000283235133535272,5,7
628,N869,0.000283100004194925,3,11
629,N3389,0.000283076780905065,4,7
630,N2797,0.000282898731974933,6,8
631,N2822,0.000282573480268874,7,7
632,N608,0.000282531284690517,7,10
633,N153,0.000282377180734637,6,6
634,N1033,0.000282336965509013,6,8
635,N1867,0.000282327974214011,5,7
636,N4293,0.000282309381153766,5,7
637,N821,0.000282290884517204,2,9
638,N2511,0.000282228477887811,5,7
639,N3320,0.000282104349856941,9,10
640,N354,0.000281937892611146,9,9
641,N4347,0.000281933075253004,8,8
642,N3087,0.000281854891186742,7,7
643,N3715,0.000281854010068415,8,8
644,N1719,0.000281830166877429,7,10
645,N3126,0.000281774552164025,5,10
646,N1597,0.000281653813469452,5,8
647,N4374,0.000281592174602272,6,9
648,N1105,0.000281264191365218,10,8
649,N1759,0.000281189488067452,6,10
650,N428,0.000280756110963776,7,9
651,N3245,0.000280748098776499,8,3
652,N1653,0.0002806839808799,8,10
653,N3371,0.000280667784700805,8,10
654,N3121,0.000280348570825394,3,9
655,N4791,0.000280247984777096,4,10
656,N3904,0.000280227919865134,4,6
657,N4553,0.000280209537986553,6,8
658,N2098,0.000280022243861747,4,8
659,N809,0.000280014819376123,10,7
660,N3533,0.000279961926235483,5,8
661,N937,0.000279887368376909,5,8
662,N3059,0.000279865615856235,6,7
663,N3749,0.0002797129986941,9,9
664,N333,0.000279577790000348,8,10
665,N693,0.000279497928106363,9,10
666,N879,0.000279450854115075,3,7
667,N2509,0.000279272744285944,6,9
668,N3397,0.000279167381764146,5,10
669,N3293,0.000279161788819774,5,9
670,N1572,0.000279129348352104,5,8
671,N1037,0.000279099251953501,3,7
672,N66,0.000279097281164625,11,7
673,N668,0.000279077463243905,7,4
674,N4810,0.000279042836614116,6,7
675,N2008,0.000278995778752942,8,8
676,N2198,0.000278980328939688,5,6
677,N4574,0.000278919652071501,4,6
678,N997,0.000278889222636619,6,7
679,N4235,0.000278824444434814,7,9
680,N1408,0.000278648883472994,5,8
681,N1207,0.000278451843983757,6,10
682,N1571,0.00027841573831726,4,6
683,N704,0.000278303807131024,8,9
684,N3296,0.000278259645593891,9,7
685,N1591,0.000278156793321499,6,4
686,N1860,0.000278088955294983,4,7
687,N4550,0.000278014731708217,6,10
688,N2044,0.000277877181088811,6,6
689,N4809,0.000277873116902697,4,10
690,N1651,0.000277857543720076,5,8
691,N3718,0.00027785103713282,5,11
692,N3712,0.000277832221955742,8,8
693,N3888,0.000277829902850325,3,9
694,N4992,0.000277689291680118,7,10
695,N4201,0.000277432927743238,2,4
696,N3574,0.000277420972937558,6,10
697,N4487,0.000277403588708443,2,7
698,N2799,0.000277385341128814,3,10
699,N957,0.000277353162013953,9,9
700,N4215,0.00027734100773318,6,6
701,N3705,0.000277316306697034,4,9
702,N1821,0.000277213207494079,7,11
703,N4029,0.000277204000528898,5,9
704,N2320,0.000277126240501577,7,6
705,N2157,0.000276935744608906,6,7
706,N4369,0.00027691948609862,10,8
707,N4508,0.000276749230907435,8,7
708,N3194,0.000276717960279408,6,6
709,N4630,0.000276704244611627,4,8
710,N2057,0.000276502774582442,1,9
711,N1953,0.000276359337509062,9,6
712,N3556,0.000276347920125308,4,8
713,N1808,0.000275995546341837,5,8
714,N4017,0.000275978327718436,7,10
715,N423,0.000275894245162465,7,9
716,N4629,0.00027583653935862,2,7
717,N944,0.000275685774536138,3,7
718,N2147,0.000275652238118234,4,7
719,N1961,0.000275609615443952,7,9
720,N477,0.000275529310564007,6,10
721,N565,0.000275474734368515,7,8
722,N4971,0.000275376946838931,7,9
723,N2842,0.000275357722413738,3,12
724,N3360,0.000275337291765955,5,7
725,N4424,0.00027529700600021,4,11
726,N1837,0.000275190335934252,6,7
727,N3599,0.000275167123778487,6,8
728,N2041,0.000275112722024374,9,7
729,N1812,0.000275067365775969,6,7
730,N1667,0.000274902408397914,10,4
731,N4517,0.00027483725274574,6,7
732,N3244,0.000274809525900393,9,8
733,N4716,0.000274782804026084,7,10
734,N3798,0.000274603177158483,8,10
735,N3238,0.000274562389942257,9,7
736,N3353,0.000274554697240379,11,10
737,N2635,0.000274545049538038,5,8
738,N2241,0.000274513991032862,13,8
739,N3157,0.00027446583785962,2,8
740,N472,0.000274420725165861,5,8
741,N267,0.00027413180658044,9,8
742,N4427,0.000274094860440707,8,8
